id,Prediction
f02ae3f1477f4a199461d6e36db18841,340.2619038
959e352051ec4a48a74b09e7446b5136,170.6662199
96cd0fe20c6944da98a5ff41f8838351,180.6090375
e4d0ee058be941589845e9ff6c5a8acd,225.5311312
7142d4fc4d7f4768993fb9e1de49132c,225.4444097
f806399d02a2423ba2f765dbd115bd43,525.7317863
e2f94e0373064631aeca98f38a69e0ff,384.0064852
e09c550a375c4e969b1a51af79fee625,1950.829094
ee290a935b43468c8e4e04aabe2049ee,215.6349655
e08949709b1944e39c9769f8d64eafc8,221.0319869
ecf36cad4c164a31af9bd086b72cd5f0,169.9173639
adf1940965aa45b8bd0d3b8986e0cba4,164.974246
94d287a8891f400ab585e88320769f2b,602.7331872
1293da2d7f9c4e10b5b0fff4d35c9859,285.283671
a22ece707eee4df48a012d01415bdf15,1573.020022
81f6a008ee8b4b4eb18777e77aed855a,214.9195921
6686fc908167437085062b1970c54c18,200.6616948
4322720d95e2425fabd8761ae1a66104,208.1958372
ee7c5deb587d48dca8e35effd083a631,1139.663552
57a3a76f6e914a4fb00b9516fb30d948,261.7380774
fb2c83d962df4d53b89f1b759820593c,1083.990863
39910adb67414e46a76f72c200701971,1957.836231
9785d27f8cef46a7b6e354391d1d3645,199.2729972
d0da0dd251244f1280795a5a7098f348,219.4441847
f70e634e788643639ecf5e92ccef95b5,617.3338383
461f43ef9cb546cfb236d0fef6a32355,381.0910449
1d7ec319add9446896c9f53c14b71f32,301.4277039
887b039c536c4c869fb18223c1117052,218.9701361
36d508f773a241fabd6c56ab47c89bc9,677.5104969
de05be6bb2544deca6f828ee558df35f,545.4464344
9137cd11f62948309618ff2b869d1a48,302.5405282
b5109f1d6873467fa8da09fb3cd96916,2010.536387
108b8b4bfb77496aab911c4b490aaa8b,682.1874378
e65e890e2d7046519151a537a16a1060,310.7049369
01481906389d4eb189d0b6742fd68e13,617.1213666
f8366db954ca4bc2a557ef40b3419a0f,318.63377
93f3b5a1de1e4a6caf6bcdc8b228f311,801.6530709
f8467b4b699b4dafa071c05391e4ebce,1118.547253
5deddca931b04367ac8f65c66a2b8e45,697.1750648
5d1dd389471c4233b27ff6670c7c0625,957.238161
0ffb25479ad54c94a3eacbe70793cd32,184.7069068
186f9f9e623849b49aeebbd25246eab8,528.8030273
e7ddfd5227594fa2b1f69e745fa0844c,194.7479671
f6c28f79b8dc45c6b6860f29faacbabd,323.3629704
f834b414e3544b4bba7f53b2783694bb,312.3274613
d8338e8f07384418910a35b50f59add4,234.1597004
67a3b861fe3f4965aa250f646c8e373a,361.0224583
dfa5e71302754012bbd5f0c0958f9eb2,638.4098147
8916510836934c5291c1932a7d1f530a,203.8233991
a52d71957bb94664862dd21a9959caba,166.9782138
ab9a7dfa7e7b438994d2a7d3138ed7f6,238.5464525
b1a34865ecb34695beb0236705e68f10,692.2842655
9d0ff605697443259d0ce79358ff80e5,263.2829392
3f5f569569a5486a8db1925bee6e746f,15928.31889
2258bf1eb7f440288f3d1b0681ecd05a,265.6398733
572dcdd8db9c41d480fe7b8c350c0f26,358.2449986
03201f8468b54f5eae73c1a6f27aa03e,2724.454777
b3630d46bff24391a813d5f95194e540,360.3533022
27da899be3434eee97e68b9dfa8b6bfb,224.5849544
d7a086c495c9423e9571b9c74d1110da,1976.579602
13b9a892572c423b9ecf91004892d64b,177.9277581
e45fd1f0e8084a2a9b96e00c5d6e3fda,256.3849367
699fb013dfe249f2b42c8309e5276b3a,310.9570186
6b6bc032a1c64cb085a43ef5461894f1,169.9173639
710a8b01e9a544d2a51e1e24b916fd77,159.642478
41aa6af7e0e14d78b36ece3e162da5dd,286.5199561
69dd44643d554dabb64fe83ac52e90ec,175.4735494
e0cae8a03cc14ec79b0c63f97c755720,558.9580669
4c15a8ea8ba94b3099e6e93771dd46ff,517.3683757
d3594ebae0b842e7a6132c476f59ebdc,586.2066114
5b9e1187f8eb4237a15218b735bece27,2297.633977
5c3ed8f17f694a5ebf9dce10719b9df4,448.4062043
c6f07cfd49194d949a874b7b3cf26647,161.3022125
4676c07b6aa843ec8f8df2ae6a55f01c,223.7966157
c935f102a6784c54ab0f9758a1bcbe86,234.8480243
c3578eb93d96487e97b08c8874faa760,223.8842012
b4eb88c77f9b4eb383b29402487d240a,254.1689396
013b57f821e546ce830ac42fe9a859c3,244.0107746
34c7666bc6084ceabe780f74f66e9e3e,355.1361303
631d01f313944f07af17eec8363b4ec6,269.4076815
cbcd53ad45b04bfda5e8eefff78825d2,325.869166
bc368aaa43c94126b67f30221849b46b,1162.551028
82f5728434244d6ba8f855dfd6b1ee0a,201.5230359
14907c5e42614d7786ecc43caf209930,228.5736364
ba95b9940ab446708a9f8cf5ce5585e5,447.1021791
96c6c9b4dda54017890a9649085782f7,149.2723667
75d7f0b3eeef4a508ab0521c9c3356ee,372.3678368
8cbe52c057f04f10876f0ab6241aea7f,1520.185675
791b6186caae48e7933b25503437dba8,577.8767213
2c5f2ca064ff4ee984b4a9e37b971822,617.4093208
5df65c8598964ee995af06e318086d0a,272.1555369
80f39f8411144437aa2f6172a644e2f6,512.5342936
ab0379b637a64d88b50035c6f713a322,268.4738329
710c1a629eb9423e9b53116dacbe1b83,1476.822803
18c6438e583b434eb58a905a9667880a,695.0976749
66f78f73eb8949919c417552f422582f,173.2168921
624cc69aac6f457e84771a34abcacde4,203.8941855
a7bc5a3c294842c9837fc5c51eb93662,3319.669503
3f1860bf3b174184bc02e10e45ad959d,288.5502841
9d0676aa8d0643bcb38df70adde5ad53,293.0132172
cb914aa1bc89429783391367200cfa9d,439.2670646
c76ae859275a4dbe9fae2b3a967eaa8a,373.88513
65ff13fed224425f98041d6cae924713,248.4103012
2505b1edf1314493854686bed48634de,169.7929324
d033753bf54c491b97c990e2659199b8,366.4703319
47a0fe881eb4406195255a3fc59f6236,269.8758233
b530824822754aaea595217d7c231dc0,201.5378137
b8230894f31f4a58b7c94d39c7445629,230.3135038
a3b8452ab4354b638ef66aecd88d5517,256.7621884
6a6f9feb9eb94e5c9cb5c95935435162,1720.483698
c3944a75057c4bc197d2794cd5f481ec,445.1526839
872fb0cbad0242fb8283cb359b76f7af,256.8005231
c203d0ecd59d4e82bc2432827eaebf49,466.2167456
a8f07f45ef474821ae8113f1e1451bc0,1957.667685
0d371595805b4cd6b8c2ccca376fe022,791.6205006
c34e9e1ddd774d0e8e25297fb7563572,264.9317147
a6aa742a8f1c499abe2b209f391eb970,180.5563277
6d40bafbec9a4782ab61bfe866cd5630,319.90185
6cf2b5da128a4a66989950561accfe1f,230.5193014
b59cdf7c56364ec7954ab28adc851ceb,286.8536485
5076e2c8bb1645369fb19b2d746ed003,428.1461091
d3e7db0b5d784aaea11641804b063c79,204.6567553
11fde0b863424ed6a08b0073e1e27770,382.7705807
b8591f38a4bc479ebeabb5188427ae82,287.2717613
ed297323c07b4e91a8b3815129a34246,191.6146771
0e6de12e69da4526ace43fbf38b003a2,372.238561
7b1179475b1a4acc8721ff23666ca425,431.4760774
56cca4d5430e4b4591218994635e07fe,379.364778
5c195bb3a5194e3684a08d264f83d58c,680.7658585
104cc6c37f28454ea998bba14fee6299,208.4128273
a576909ca6274f53be306e5da2a81a37,789.064904
43f2ab0347924dfb96df124cc1d565bc,624.8771018
7e50a11b00c54f90b751e86259ea99df,268.4738329
6509662ad1da417e93c2d7f74bf2a806,316.3837534
2d77f2ae9c614fa0ab6db49437a2484a,271.1593529
d4edc52085b04ac688b0bf938088bfe5,443.0151578
ff9f10be91814db9a99852c901443ae7,441.749271
d78b3c240fe8451a831a99dbe2269901,418.4768003
f86ae8a47d6446069fdc9c9ad6a781c5,367.1726945
4f2ba42287b446398d75681f5e65f120,429.1204542
25a2f6dc55ad4ce68828d5bd47f4fdae,157.723595
849d0221c9c048ccaba78666de8adfb6,270.377834
f26d5ff1996a4d52bb8af308085dce4f,618.0528096
5b0d2f39e8414f2d98e454d6c084e76e,228.4140526
4faff43df29b4676b004bc50b18e6608,188.0013447
63d618e8cd644ac281db3513e5bfe11b,411.602705
e5e0f56eb4cc4dfb96c2515a7736b87c,255.6737236
7dda86f0b8d448ddb2eb67cf7a9ce04c,320.0119906
5245919475c145c5a883f90be9e627ad,196.3146371
7d8d9f4b1bfc4ac3aecf7e9b72859eb4,459.0046299
4ef0b924a4f74b27b34f4ec3d134f976,10088.91266
0dfc83af62644505a23d4907cf7688fc,652.584162
bef7dfd431a140518a0ab8b88cabfc34,161.2882595
d79c57a513594b7d936571b3a8850134,234.8480243
1a33f357f68149aeb64abd4c08d77c4d,230.9291284
d5d39a0d618341ba8281f012cf039702,291.3378047
0bba6d508c354f39b51d476e93de4fa5,281.4848749
0ffc5f06fa1f41cea7845d8163a1f859,302.2313936
343f23ea43f14242a74b500e6155f1b1,698.3143668
7e5fee3366de41b588467d2416a5924f,22014.74605
71664780426d4374895ad3a58756de14,459.5840639
39a8a0cbf95a45ddbe0dc9563b091ac4,240.6262434
6d997015255844c0805b9c075059c8cb,196.7769536
5ee4ed85e7a4434794e9bda1b72895c0,442.0921486
4d8db823d65c48e18535374e1b0eb99c,200.6616948
2934888465cb4cd3a8399466d2cb3970,436.7518587
19939c5f82dc44c7a825563431ba70e8,338.2680893
f8984992061e46cdb33ce4a3bf071280,254.0883273
a13007caf7e24657bc9cfa3efa42dce0,190.4173607
7cbd562776bb43528b8cbde636bdd8da,1113.601208
b58e63967e91442a8505b9ed9dfdc56a,241.1990207
ec5a6c603bd145a293b2aa8cbe37c752,264.1888612
6b442f2e23d14f71b59bdbc777b97ba0,1128.467874
25e58441be4640ada308fc47f35fae84,246.576776
59bcc87cf5e341a2940e6adbb6f107c0,301.7733317
4b782b8d74354639bb80937a28b9a500,338.5230359
84253d27a81544e7b73b090cc3d800bd,420.839775
5a375ec9f05f4327bcbd1de3fad9cd2d,276.8015622
1404b97124334accaa52f7f094cfa38f,946.5783422
f80772f0469745b5af6336e31463bcb7,387.6895872
739ff008188145ef8e18326142f194a9,280.5903627
5015f373cd6f41aaa94efdd31da2cf12,230.8369199
78a40531bcb74560b785af01b3959a8f,269.6955
21a9bc45de1d4dc38b00207e94ff35cc,252.8485456
ac61a9f84b664398a58bc0a2133c1aaa,62576.4758
7fb33cae4442403996628e38fbb1bac8,176.8521516
d30844688a254c11abcda72fad9e77ae,418.5364786
37ad0d41cd3e4e7095315f953e45cc24,1308.710501
af428adb53b14ec9b1d38d15359c23f6,866.962597
20acd9cf71274951a3b1d4e3ca392bdc,332.9392348
c752b262f639432b876f15162e02feea,210.8540488
75233f2d839745989105f2f2a106381a,319.886799
a2258ebe235b4736bdbeb8f0d247f1f2,328.4111699
d143f364d9a04d499b43e1fe8500eff1,480.1272768
2375e2a5f0e1483bb85d84869074116a,254.8483295
da9373aae6d94659bb2931e591b859ba,89258.21539
3772d1e28b934d65bcfc0ff01887eb49,334.1627045
ca985d7c0a0849d18f9ce5bdf2e8dd1f,231.3615256
fe8674b598524a079a5b67ade03706be,306.9059289
5342780066ac44d68470e6c1d33dfc88,277.6971679
dcd34546bb3c4c72a6bf8274443c40ba,748.7766647
b804a7decd4640508aef35200acf9730,761.3792861
4eb72e20731748f9bf7bb232d3f90b13,442.4342051
79a442cc87594b07884dde8742b72bea,170.6662199
5e5d2896e8cc4f088a03deeb38e50baa,5694.395945
769411de1c9f4b73a1fe36601ed55e32,735.6437281
966efeb5ba2f4633955eecb90111d162,284.8336246
4da3b960235c4545901cdb9c8a89b731,236.8575322
bdb79902b1fc454799d3207eb7fa4a6e,1299.054284
b290ecaad6cf47859103c399e1a83e81,499.6577974
3208275ebc0a4ad48cc211f311e58911,779.8479573
0d7198ec48b645879cc514081b16fc70,244.9062073
ab2963b9c63f4a32b9a9ad4c920e7fb1,348.9573479
6099cd338ffc458a856e572ba496f27f,209.7586733
e5ec658418ad42a492da83e0c54b795a,344.5401197
1302c81041d145ee973a54e7776b5c9a,540.9480058
435cb5a924b84501b1bf0c711e9b6e86,1280.92409
07ef28c0756741b1869109401b5aca0f,500.992056
e6e42c8ad17d4764a3957608376212a9,62588.77539
82955227a7c74d0fa3ccd43dfa5263ff,319.5678249
84e2d05d286f46b8a06dad8b47397c8a,214.2264514
9e35ad1f179f4cfb9961862c12aa0f1a,183.4286258
7e02175bcfe244d3adc9858fe65f2578,204.7216849
1a0f3dc130ce4790b11d89eae04fd6d7,124.4803794
3437824f0d8743299d6255f9911d4c95,366.9479425
0cbd4d6df341470ea1915cccd51b9262,234.3470331
ad20d9b7cca345109f4d43dc2dd66b89,321.3117142
29407903225c48da8a2ae1aa4bbf8e75,2986.989408
3c5db89d0daf4954aeda6589f8431526,309.5792149
8ff466a912cb42a8b553591167a0ad77,190.4173607
e4d0c840c2a54199b4616be88b73bba1,316.4343263
561ed193ca3f4d1c992aef28012f0f31,186.7268893
5ba699db891242a3a97f20435f45beba,359.2982076
11d7699895dd4b39b7ae3f3584d65dc7,1470.793715
215c15dcc5ae4c14b09e35431732b166,285.5949808
d7ffc967a77748539cf97ef223c64553,182.1836953
ebd646f8bf4a462683b95a392576917b,304.9902485
700ab6c6809941618d57d12bf005d673,266.8105953
0fae45961f474063b2bf2e266efca67e,236.0426658
3f6b8e7d09cb4957887313f573fd520d,230.7776544
1fab8a405fa148798ff97dd7df18f745,209.4738241
81b0680ab4dc48cea70ab6952c0454b7,200.6616948
b7fd50a4a3e04280a66786714d667d63,209.5348193
e6e09062260b439f9f04ebe432ad0cdf,247.5213691
f6fdf6015713492889060393ec721f0a,847.9445146
bbe6c4dcc2404fe68cdc45e805ce9a16,378.4536696
cf6f6d583dbb442280164f93999367a6,8434.444549
884ccb1bba8047978eb6ba86bc49a612,203.947353
3a6db3f84d2f4843a204c1a359082f09,1862.012173
fdfe35e2617b47edb2606188883f187e,173.6551336
9f35dcef24f54412abbb83a1a8cd36ef,483.8627613
19b099d0cc5e4432895ff45ae5c6f457,291.7514923
ed6b30a6ea2c4111bfc450cb74d94bd5,314.4427095
7cd4e4dbb09449a8b06c7788c3be7400,193.7798111
d5431c8671da41a38da824db545c2479,255.9610353
ee90e563c71f46a6af4100ffcc8545ae,472.6306058
a5763ee2bade4f3c9a855537da837110,387.0404695
4d11f8302a134d669425dc4a0ff85e4e,177.8196183
c6e23c92e1ab4e75803345bd58412b4d,336.5805599
af34af5b1de149c18b447f203cb5079c,388.801664
9786789b591f4023b0fabe00eae05569,302.9451686
969cccc2fa18425285391d2371a013b5,411.602705
cacc0d1091e4448b99f35c3b209b4618,496.766879
66203cd06b184d3e87ffde83e778940d,169.9173639
3d8e5fde43fa4757bea7e31aa49a7af8,299.5442139
50283eb0d5d14ebc9c4b31e7ffe507f4,365.7066611
555dd89c05ad447ab32637e7eaa35ed4,714.3477196
06c7e12b47444248905924cef92fbb1d,403.6448255
984e2a20701e476981331c6084922939,360.4585002
b72c98977ebd486391ebf853ba6423ca,2319.056844
1650de12056f4f7abb2e3e526efc7e90,564.9443469
1afd04f84ff04208af505e4412081c52,692.3297378
d792c400b5e04a0290bee7d44ef7d3cd,1632.43507
f6d255b2fed64409930ca1fa3b5f7e8e,269.6570446
0149895efec349c7a1da93fb26e8ceaf,506.5474587
27e6e1f76ce746fda108e993412a5ce2,263.7120914
323ec6fe84844c3a84482e619313803c,280.4063142
43011fa084264a0a8edc3705300561e0,285.1637173
be6c549859cb42aeb152c7af47c5296f,1290.553869
f88afc0dfe1d43809ff1f774504814b5,238.7399905
2e62671edf634145b41273b2976b46ee,335.7576998
63ca9f2e17144eaa9d03329c93d05945,241.1929128
988bd3ef177f48a7925192f9a4ed5fe1,252.9682846
4c37e01627c3436ab353e0714e7628be,249.79424
2fd920d370504936ac43493337a37763,199813.0515
893a06f928024530b77b50b67db36bd4,210.9822783
7b7a2fe504494d5dabbc2f36bc04f349,246.862533
9723f4b5277448468bc1225adbe2592a,304.0227612
7b9ecab6660a4c43994ef0bbda4893aa,198.6053983
9756e87d5ca14a7ab2e809bff89402de,378.6557739
ca5293349e42498e83f8a152760a6bb4,401.6265004
8451dec4201e4161afd0d6d38d02e700,3878.661006
cf5088fe40824e41aa74858634d2bf52,433.797542
c87cfdbdd98d47fba5014cb68396af64,300.2249655
72e00539d95b4d5d96250ae30177053f,496.753454
9670d8edd9564e9badf0117b3ff8db6d,306090.8255
9998022236b34814939a6ce7ed6bc979,371.711861
78d4b45ddb6f4073b4d84473f66a37a6,266.7582152
1cf02a7d7c8046818f0d80da2e6ad294,173.6798983
e7ec441d3b3c409a8075ca63ef50bec7,264.4742882
7fb1453220784163829aada020ed53c1,411.3941334
1a19ce02f38746878352bed63715b674,797.0027201
16b9f980a6424c038d5959a9ad451db1,303.1591126
aeb46521387f4fe0b24a76ead9a5d68c,775.1271427
23d2aa6191354fb29086e8fdc73d4890,250.4262235
1d3209e54e84471491dd91976e343b60,277.0302314
e080e3584a394377bcd90e7c3f4cb691,838.8078184
6d8973b996934f319ffd66fae80edab5,268.0081231
3d1d84ed91314de6830b3a7c95ec344c,467.2107519
d932c6f64d9b4d55b4f2f5c88afcee3a,680.7630273
5f564b86d4b547d3a04c9329d415bb62,389.883202
e0395ac7e62f49cb85616c7aabf04c60,264.2698168
c1432701af79455b9b5a295b1bb73a2e,584.243653
3f8072180ef749d0a3872f8f8e1d3e0d,1555.434001
ec167030b687447fa0ca284863ca9ff2,1198.16168
664d5e574dc74595912621e2be8cbba2,403.1752718
0be9db8653c446a2909f1cc3df4acb35,291.3126032
b4e2a11f1f434356b0fc802515d1bc42,448.3823966
261defb1c2de44d294a0ddc77a3b0470,145.8396931
ae57750f65db40c49c3a0f25e37b3fe3,286.8185787
c2f7951c302142b9a2829100499d4560,257.7237981
58cde315898f4ad98d4f6eb5c2510370,194.6338331
9cec27dd171249889a7e97a8850020fb,284.5702271
2fe9543c5af94c6a889f62bef4e767fd,166.6004435
4e2c37b31e2c4d1aa6e67ee80f6b47f7,1201.274441
8a7e13b484d2487fbcaf8c03debf55d4,312.3951416
